ip,app,device,os,channel,click_time,attributed_time,is_attributed
259593,12,1,12,178,2017-11-08 06:35:49,,0
85644,14,1,19,118,2017-11-09 13:51:06,,0
31247,21,1,18,128,2017-11-07 10:24:23,,0
178538,9,1,22,127,2017-11-09 12:31:41,,0
21453,15,1,13,430,2017-11-07 03:38:35,,0
99534,12,1,8,245,2017-11-08 21:38:38,,0
68471,3,1,12,280,2017-11-09 11:01:51,,0
55675,3,2,9,280,2017-11-09 13:03:54,,0
30647,2,1,13,317,2017-11-08 10:52:48,,0
44493,3,1,19,280,2017-11-08 08:44:13,,0
91006,2,1,19,243,2017-11-08 15:13:41,,0
83127,18,1,6,107,2017-11-08 17:25:05,,0
150251,24,1,19,178,2017-11-08 22:55:57,,0
175837,2,1,19,205,2017-11-08 06:53:45,,0
140149,26,1,8,121,2017-11-07 12:24:22,,0
55117,1,1,19,153,2017-11-09 09:30:05,,0
100203,3,1,22,280,2017-11-08 04:21:56,,0
16667,18,1,13,439,2017-11-09 03:32:28,,0
274109,14,1,13,463,2017-11-09 13:04:11,,0
75868,3,1,19,452,2017-11-09 14:11:21,,0
101183,3,1,16,19,2017-11-07 00:28:11,,0
100629,15,1,35,386,2017-11-09 04:48:15,,0
92789,12,1,22,245,2017-11-09 06:40:34,,0
249030,14,1,19,401,2017-11-08 07:34:18,,0
52987,3,1,17,489,2017-11-09 03:13:22,,0
81674,18,1,10,121,2017-11-08 15:02:55,,0
81327,9,1,25,489,2017-11-08 13:38:49,,0
105485,2,1,19,205,2017-11-08 16:29:39,,0
76885,12,1,25,245,2017-11-08 22:47:16,,0
76917,3,1,53,280,2017-11-08 12:45:35,,0
123739,2,1,19,435,2017-11-08 06:06:30,,0
21345,14,1,23,442,2017-11-09 07:20:04,,0
140863,12,1,19,212,2017-11-07 06:46:47,,0
119289,18,1,37,439,2017-11-07 10:42:31,,0
31482,12,1,18,245,2017-11-08 14:12:58,,0
111025,3,1,1,182,2017-11-09 07:58:38,,0
85858,14,1,10,439,2017-11-07 06:33:02,,0
98635,12,1,19,265,2017-11-08 04:07:02,,0
16435,14,1,34,379,2017-11-07 15:06:57,,0
191759,18,1,19,121,2017-11-07 04:24:44,,0
234634,3,1,17,280,2017-11-08 09:03:13,,0
20327,15,1,19,245,2017-11-08 00:15:53,,0
149063,9,1,19,244,2017-11-09 03:30:54,,0
121269,18,1,13,121,2017-11-07 12:34:21,,0
17149,15,2,17,245,2017-11-08 15:08:44,,0
85329,18,1,13,107,2017-11-07 13:51:15,,0
49602,55,1,17,453,2017-11-08 00:25:45,,0
53454,9,2,13,442,2017-11-07 15:50:34,,0
26995,12,1,10,265,2017-11-07 01:26:09,,0
37255,3,1,19,280,2017-11-08 19:47:01,,0
102005,36,1,19,373,2017-11-08 08:58:07,,0
106824,27,1,2,122,2017-11-07 14:19:41,,0
114146,26,1,11,477,2017-11-09 00:32:13,,0
45892,15,1,13,480,2017-11-08 16:57:10,,0
80605,18,1,19,107,2017-11-09 10:56:40,,0
68384,9,1,27,107,2017-11-09 07:23:05,,0
31859,12,1,25,259,2017-11-08 14:25:59,,0
100275,9,2,6,466,2017-11-08 04:44:32,,0
90469,12,1,11,245,2017-11-09 05:46:24,,0
14764,12,1,19,245,2017-11-08 11:59:32,,0
247000,23,1,19,153,2017-11-07 17:10:21,,0
187567,10,1,13,113,2017-11-07 23:08:55,,0
62701,18,1,8,107,2017-11-07 00:01:33,,0
67754,14,1,12,401,2017-11-07 08:02:11,,0
172483,15,1,19,315,2017-11-06 19:40:01,,0
76662,27,1,19,122,2017-11-09 02:54:04,,0
81510,3,1,8,280,2017-11-09 00:43:36,,0
85644,6,1,15,125,2017-11-09 01:54:01,,0
68599,12,1,12,424,2017-11-09 15:07:28,,0
94678,9,1,31,145,2017-11-08 17:18:13,,0
111780,9,1,19,334,2017-11-08 10:12:22,,0
124809,18,1,23,439,2017-11-08 05:38:15,,0
91574,2,1,1,205,2017-11-07 13:46:03,,0
8286,13,1,13,477,2017-11-07 05:02:28,,0
116713,2,1,47,364,2017-11-07 05:24:15,,0
81419,18,1,19,107,2017-11-09 12:05:00,,0
12188,9,1,13,334,2017-11-08 00:10:25,,0
142163,3,1,20,489,2017-11-09 01:37:11,,0
8718,1,1,55,349,2017-11-08 07:45:59,,0
69049,26,1,17,121,2017-11-07 18:18:24,,0
92964,3,1,19,205,2017-11-08 07:44:59,,0
216831,3,1,19,280,2017-11-09 05:01:43,,0
119024,3,1,13,280,2017-11-08 05:22:15,,0
53427,28,1,19,135,2017-11-08 06:04:10,,0
52469,9,1,13,215,2017-11-08 23:54:15,,0
84896,15,1,19,245,2017-11-07 13:29:51,,0
100088,11,2,25,137,2017-11-08 13:02:03,,0
108942,3,1,19,137,2017-11-08 17:35:00,,0
29516,11,1,10,219,2017-11-08 05:00:55,,0
277644,13,1,13,477,2017-11-08 03:01:12,,0
21042,12,1,8,328,2017-11-08 00:20:29,,0
100275,15,1,19,3,2017-11-07 23:10:40,,0
30564,3,1,19,424,2017-11-07 05:08:47,,0
104400,15,1,19,265,2017-11-07 07:01:33,,0
35058,9,1,32,466,2017-11-09 14:51:00,,0
57283,18,1,13,121,2017-11-07 14:03:21,,0
44005,3,1,6,137,2017-11-08 13:51:45,,0
66197,12,1,27,328,2017-11-07 16:20:09,,0
67756,9,1,18,244,2017-11-07 03:21:41,,0
37892,21,1,19,128,2017-11-08 04:26:41,,0
48902,13,1,37,477,2017-11-06 23:54:14,,0
60875,12,1,22,265,2017-11-07 12:38:31,,0
207324,12,1,17,245,2017-11-07 23:23:31,,0
50482,2,1,13,122,2017-11-08 12:52:31,,0
80257,3,1,13,409,2017-11-09 09:53:42,,0
37892,12,1,13,265,2017-11-08 17:37:59,,0
72009,9,1,19,334,2017-11-09 08:01:14,,0
271126,2,1,19,205,2017-11-08 15:19:21,,0
17156,15,1,17,153,2017-11-07 07:15:13,,0
20961,12,1,36,328,2017-11-08 13:46:28,,0
124953,12,1,19,245,2017-11-08 06:37:38,,0
4737,2,1,16,435,2017-11-08 14:24:26,,0
48877,15,1,19,315,2017-11-07 04:14:10,,0
100206,23,1,22,153,2017-11-07 01:26:40,,0
31247,9,1,19,466,2017-11-08 08:40:09,,0
185761,3,1,19,280,2017-11-09 05:50:37,,0
40965,3,1,19,480,2017-11-08 23:53:05,,0
68048,11,1,13,481,2017-11-07 02:56:45,,0
110832,2,1,19,435,2017-11-08 17:44:35,,0
111539,20,1,13,478,2017-11-09 03:20:46,,0
63062,3,1,13,211,2017-11-08 16:33:43,,0
207130,2,1,13,477,2017-11-07 04:10:42,,0
111162,1,1,16,135,2017-11-07 03:43:07,,0
119289,64,1,17,459,2017-11-08 10:29:37,,0
245854,9,2,9,442,2017-11-08 13:26:41,,0
102443,8,1,19,145,2017-11-08 07:33:42,,0
42651,15,1,9,245,2017-11-07 16:13:11,,0
148911,27,1,13,122,2017-11-08 13:01:32,,0
52043,12,1,13,259,2017-11-07 00:23:56,,0
131979,1,1,13,153,2017-11-08 09:32:42,,0
106460,12,1,6,259,2017-11-08 05:50:57,,0
155766,64,1,31,459,2017-11-07 09:07:09,,0
32639,9,1,20,127,2017-11-08 12:09:42,,0
126150,12,1,37,245,2017-11-07 22:36:58,,0
75539,15,1,27,265,2017-11-09 02:15:29,,0
108816,6,1,20,459,2017-11-07 01:57:34,,0
113594,12,1,22,178,2017-11-09 05:01:40,,0
282,2,1,13,212,2017-11-07 01:16:47,,0
81714,3,1,13,115,2017-11-07 07:13:18,,0
88688,3,1,18,442,2017-11-07 01:39:21,,0
44377,9,1,1,107,2017-11-09 15:37:46,,0
205285,12,1,10,245,2017-11-08 06:32:57,,0
159210,12,1,40,265,2017-11-08 10:26:51,,0
53454,13,1,13,469,2017-11-07 06:40:06,,0
56035,29,1,19,347,2017-11-07 11:34:57,,0
176758,3,1,36,19,2017-11-09 14:27:03,,0
97922,64,1,13,459,2017-11-09 06:00:56,,0
32632,18,1,19,107,2017-11-09 13:12:30,,0
5314,9,1,43,445,2017-11-08 09:48:57,,0
114235,14,1,9,349,2017-11-07 04:54:45,,0
336252,18,1,19,449,2017-11-09 10:11:36,,0
147957,18,1,13,107,2017-11-07 13:19:37,,0
99020,23,1,3,153,2017-11-09 07:16:05,,0
73487,25,1,4,259,2017-11-07 19:47:02,,0
147392,3,1,18,280,2017-11-08 04:55:39,,0
212186,21,1,13,128,2017-11-07 01:26:39,,0
145925,24,2,14,105,2017-11-07 02:24:37,,0
125204,3,1,20,379,2017-11-07 09:27:09,,0
59447,6,1,13,459,2017-11-07 16:56:51,,0
93021,3,1,19,280,2017-11-07 00:52:50,,0
10702,3,1,13,379,2017-11-09 04:16:48,,0
138419,3,1,16,137,2017-11-08 12:18:50,,0
69280,9,1,13,134,2017-11-07 16:05:37,,0
105323,2,1,36,205,2017-11-08 00:16:38,,0
153735,13,1,19,477,2017-11-07 07:14:43,,0
71346,18,1,18,134,2017-11-08 13:19:00,,0
299301,12,1,19,145,2017-11-08 17:20:47,,0
84896,19,0,0,268,2017-11-07 16:52:10,,0
170556,12,1,6,481,2017-11-07 11:48:49,,0
326085,15,1,23,245,2017-11-09 01:37:31,,0
20090,12,1,13,265,2017-11-07 08:30:34,,0
50169,17,1,19,128,2017-11-09 14:27:29,,0
77407,12,1,19,178,2017-11-09 13:30:17,,0
86513,3,1,41,280,2017-11-09 03:27:00,,0
84226,14,1,26,349,2017-11-07 08:26:54,,0
75765,18,1,22,134,2017-11-09 09:42:45,,0
73487,3,1,15,153,2017-11-08 15:13:49,,0
100809,2,1,18,477,2017-11-08 17:38:23,,0
118383,103,1,13,379,2017-11-09 15:45:17,,0
103385,12,1,13,265,2017-11-07 10:18:30,,0
106407,18,1,32,107,2017-11-08 04:51:33,,0
122489,12,1,13,497,2017-11-09 14:59:33,,0
5038,9,1,19,134,2017-11-07 12:15:52,,0
111182,21,1,16,232,2017-11-08 16:26:56,,0
38910,14,1,8,401,2017-11-07 17:41:36,,0
53615,2,1,19,377,2017-11-08 22:13:07,,0
13315,9,1,13,215,2017-11-07 09:20:08,,0
17084,9,1,16,134,2017-11-09 04:03:37,,0
166498,9,1,25,215,2017-11-07 10:41:05,,0
100379,14,1,16,401,2017-11-07 05:46:27,,0
92325,12,1,19,245,2017-11-08 22:16:07,,0
59064,3,1,15,317,2017-11-08 08:10:59,,0
181359,1,1,47,17,2017-11-07 15:22:12,,0
5449,2,1,19,452,2017-11-06 23:34:04,,0
147413,18,1,6,107,2017-11-08 07:00:11,,0
110707,3,1,13,466,2017-11-07 02:14:14,,0
93486,2,1,13,219,2017-11-08 23:53:56,,0
202307,14,1,19,480,2017-11-09 06:30:30,,0
52628,7,1,19,101,2017-11-07 10:36:34,,0
38628,2,1,41,237,2017-11-09 04:53:56,,0
69741,15,1,15,245,2017-11-08 01:58:37,,0
32356,9,1,19,234,2017-11-08 04:23:21,,0
96147,2,1,19,469,2017-11-07 22:02:31,,0
53929,9,1,32,448,2017-11-09 14:10:52,,0
55729,3,1,13,452,2017-11-09 03:44:06,,0
136181,1,1,23,153,2017-11-07 05:54:02,,0
67586,9,1,37,232,2017-11-07 12:43:12,,0
147194,2,1,18,377,2017-11-06 22:36:36,,0
29646,11,1,19,173,2017-11-07 05:57:10,,0
73347,13,1,41,469,2017-11-07 01:55:39,,0
66232,3,1,41,280,2017-11-08 10:15:01,,0
61419,13,1,18,469,2017-11-09 07:38:34,,0
108742,15,1,19,278,2017-11-09 06:03:00,,0
53977,3,1,13,280,2017-11-07 07:48:35,,0
139101,3,1,6,280,2017-11-09 01:54:46,,0
61237,9,1,13,232,2017-11-08 13:38:17,,0
326085,1,1,15,125,2017-11-09 15:44:12,,0
29346,15,1,19,3,2017-11-07 01:19:56,,0
69158,3,1,10,280,2017-11-07 01:22:59,,0
46899,3,1,8,280,2017-11-07 10:42:44,,0
33008,21,1,15,232,2017-11-08 09:29:51,,0
76571,3,1,23,280,2017-11-07 03:11:26,,0
119628,9,1,13,134,2017-11-09 00:16:49,,0
88082,2,1,19,219,2017-11-06 20:41:14,,0
9169,9,1,32,334,2017-11-08 10:17:02,,0
78879,3,1,13,280,2017-11-07 12:50:45,,0
50482,28,1,19,135,2017-11-09 12:06:06,,0
70008,5,1,13,377,2017-11-08 03:45:26,,0
90485,3,1,19,211,2017-11-08 19:01:53,,0
29185,2,1,19,212,2017-11-09 03:38:06,,0
112666,14,1,13,463,2017-11-08 14:02:18,,0
48733,35,1,18,274,2017-11-07 12:25:50,2017-11-07 13:10:30,1
34995,18,1,49,107,2017-11-07 05:54:12,,0
145689,23,1,17,153,2017-11-06 21:03:23,,0
31783,1,1,13,153,2017-11-09 04:51:15,,0
236144,12,1,19,265,2017-11-08 10:15:36,,0
80142,14,1,17,379,2017-11-08 03:13:07,,0
93021,12,2,13,326,2017-11-08 15:23:47,,0
67754,14,1,16,478,2017-11-07 14:28:33,,0
107229,2,1,19,237,2017-11-09 04:31:24,,0
41079,28,1,32,135,2017-11-08 04:38:20,,0
14299,12,1,19,178,2017-11-07 17:19:51,,0
73975,3,1,18,489,2017-11-08 18:06:43,,0
171396,9,1,13,334,2017-11-09 05:47:53,,0
45015,7,1,32,101,2017-11-09 08:59:10,,0
316751,3,1,22,115,2017-11-09 05:58:08,,0
121163,29,1,13,213,2017-11-09 08:47:46,,0
67581,12,1,19,326,2017-11-07 13:22:46,,0
68929,18,1,20,107,2017-11-08 10:23:18,,0
53998,2,1,9,205,2017-11-07 09:38:01,,0
148940,14,1,19,442,2017-11-08 00:41:32,,0
16544,21,1,22,232,2017-11-09 12:28:27,,0
81550,24,1,13,178,2017-11-07 16:14:50,,0
5564,7,1,17,101,2017-11-07 10:58:48,,0
8580,14,1,13,123,2017-11-07 11:25:18,,0
108170,3,1,19,379,2017-11-08 08:26:46,,0
133564,3,1,19,480,2017-11-07 03:43:11,,0
45047,8,1,37,145,2017-11-07 16:44:00,,0
45467,9,1,19,334,2017-11-08 05:54:13,,0
94214,9,1,6,442,2017-11-08 18:11:38,,0
93282,25,1,13,259,2017-11-09 07:59:27,,0
141633,26,1,19,121,2017-11-07 02:03:10,,0
114612,3,1,8,115,2017-11-07 16:37:02,,0
147053,25,1,19,259,2017-11-07 06:38:05,,0
47932,12,1,18,140,2017-11-07 04:23:01,,0
80676,3,1,47,480,2017-11-08 14:42:02,,0
72189,9,1,19,134,2017-11-09 00:48:58,,0
95183,3,1,8,137,2017-11-06 17:17:12,,0
29993,3,1,13,137,2017-11-07 11:17:59,,0
263472,12,1,19,205,2017-11-09 04:19:46,,0
125222,23,1,13,153,2017-11-09 12:12:18,,0
157023,9,1,13,22,2017-11-07 14:10:04,,0
41203,26,1,19,121,2017-11-08 22:46:40,,0
158522,13,1,13,477,2017-11-07 23:55:20,,0
1462,14,1,19,489,2017-11-09 12:38:56,,0
151747,64,1,13,459,2017-11-07 13:35:11,,0
70298,18,1,9,121,2017-11-07 23:02:22,,0
114923,9,1,13,232,2017-11-08 08:51:43,,0
114678,3,1,13,130,2017-11-07 16:16:09,,0
257432,26,1,20,266,2017-11-08 04:18:54,,0
100182,12,1,19,245,2017-11-08 14:22:50,,0
66519,14,1,27,467,2017-11-09 10:42:48,,0
96989,14,1,19,489,2017-11-08 14:06:18,,0
181916,2,1,32,477,2017-11-07 11:45:25,,0
11716,3,1,10,280,2017-11-09 02:14:13,,0
80532,2,1,9,477,2017-11-08 03:22:52,,0
23745,20,1,17,478,2017-11-08 16:11:28,,0
88969,15,1,13,245,2017-11-07 14:20:23,,0
105292,9,1,47,442,2017-11-07 15:43:32,,0
125401,12,1,25,245,2017-11-07 13:02:48,,0
342862,15,1,19,245,2017-11-09 00:45:53,,0
67779,12,1,37,326,2017-11-08 14:57:24,,0
290583,2,1,19,477,2017-11-08 16:33:36,,0
269212,3,1,19,402,2017-11-08 12:26:33,,0
63188,12,1,30,328,2017-11-09 05:37:30,,0
98312,9,1,19,134,2017-11-08 07:26:41,,0
39979,3,1,13,371,2017-11-07 00:33:01,,0
110211,2,1,10,258,2017-11-08 14:06:21,,0
50467,10,1,13,113,2017-11-07 08:44:04,,0
86015,3,1,13,409,2017-11-07 02:24:33,,0
162620,2,1,47,477,2017-11-09 03:47:16,,0
109703,12,1,13,259,2017-11-08 12:28:11,,0
93230,26,1,22,477,2017-11-09 14:02:35,,0
132521,3,1,19,280,2017-11-09 06:25:21,,0
170405,15,1,13,430,2017-11-08 21:49:14,,0
141130,3,1,19,173,2017-11-07 11:53:12,,0
77901,1,1,13,153,2017-11-09 08:30:59,,0
86590,3,2,18,456,2017-11-07 16:03:47,,0
48170,7,1,8,101,2017-11-09 15:22:35,,0
48676,12,1,17,245,2017-11-07 19:51:40,,0
51512,3,1,13,211,2017-11-08 09:52:52,,0
68929,3,1,26,371,2017-11-08 00:44:51,,0
103783,3,1,13,452,2017-11-09 07:56:35,,0
22866,3,1,14,280,2017-11-08 00:57:31,,0
64386,2,1,22,477,2017-11-07 14:37:59,,0
321307,19,40,24,213,2017-11-09 13:07:09,,0
95872,12,1,19,481,2017-11-09 00:14:53,,0
196598,20,1,22,259,2017-11-07 07:03:24,,0
93065,2,1,10,212,2017-11-09 04:27:17,,0
145896,2,1,37,237,2017-11-08 12:32:03,,0
48239,64,1,41,459,2017-11-08 23:33:58,,0
113721,2,1,13,435,2017-11-09 15:24:37,,0
15333,18,1,12,107,2017-11-08 09:29:50,,0
25394,14,1,20,480,2017-11-07 08:12:51,,0
59807,3,1,13,317,2017-11-08 07:23:04,,0
168161,15,1,13,111,2017-11-07 07:56:10,,0
14764,3,1,13,130,2017-11-08 14:16:24,,0
173844,23,1,13,153,2017-11-09 14:17:57,,0
174549,9,1,19,244,2017-11-07 05:23:21,,0
109696,28,1,13,135,2017-11-08 00:27:39,,0
151977,13,1,18,477,2017-11-07 13:29:21,,0
104856,2,1,19,219,2017-11-09 02:49:08,,0
19256,32,1,19,21,2017-11-07 04:45:14,,0
92471,2,1,17,212,2017-11-07 23:28:55,,0
119863,1,1,30,115,2017-11-08 06:25:51,,0
88951,15,1,1,265,2017-11-08 22:36:20,,0
330861,35,1,22,21,2017-11-08 18:54:44,2017-11-08 22:39:52,1
146716,8,2,19,145,2017-11-09 10:34:57,,0
68335,12,1,6,205,2017-11-09 07:47:32,,0
127765,23,1,19,153,2017-11-08 17:33:07,,0
105475,18,1,17,379,2017-11-09 05:04:24,,0
58250,9,1,13,442,2017-11-09 01:50:34,,0
194052,2,1,18,401,2017-11-06 22:13:53,,0
35658,1,1,13,377,2017-11-08 00:54:54,,0
66152,12,1,6,178,2017-11-09 11:08:14,,0
121296,12,1,18,178,2017-11-08 06:32:20,,0
101730,3,1,13,130,2017-11-07 08:08:23,,0
28355,9,1,14,334,2017-11-09 10:14:46,,0
105154,9,1,13,253,2017-11-09 09:43:37,,0
74090,1,1,15,153,2017-11-07 23:27:25,,0
115724,3,1,13,173,2017-11-07 00:45:17,,0
125190,9,1,25,134,2017-11-07 17:31:38,,0
20090,8,1,13,145,2017-11-06 21:14:07,,0
14737,3,1,53,211,2017-11-09 01:43:15,,0
181780,12,1,58,259,2017-11-07 00:33:21,,0
48104,15,1,9,245,2017-11-07 13:14:25,,0
58643,3,1,15,280,2017-11-08 03:00:10,,0
85882,3,1,18,280,2017-11-08 17:45:47,,0
93664,6,1,12,459,2017-11-08 10:02:41,,0
64341,9,1,13,134,2017-11-08 00:42:18,,0
234206,3,1,13,211,2017-11-08 15:21:49,,0
93021,12,1,10,326,2017-11-09 04:33:53,,0
73516,3,1,44,153,2017-11-08 04:31:13,,0
223623,2,1,19,236,2017-11-08 04:34:56,,0
6212,23,1,10,153,2017-11-08 05:05:51,,0
123335,27,1,30,122,2017-11-08 23:58:05,,0
99503,18,2,9,107,2017-11-09 03:18:49,,0
119369,18,1,9,107,2017-11-09 05:12:58,,0
49553,3,1,16,280,2017-11-07 04:49:37,,0
14574,3,1,46,137,2017-11-08 15:49:24,,0
84896,21,2,9,232,2017-11-09 12:40:21,,0
47290,9,1,8,466,2017-11-09 10:37:38,,0
87795,15,1,15,386,2017-11-07 08:54:36,,0
14475,23,1,19,153,2017-11-09 10:03:20,,0
10456,21,1,13,128,2017-11-08 01:34:55,,0
14063,14,1,22,463,2017-11-08 04:22:04,,0
45432,14,1,37,379,2017-11-09 07:05:00,,0
69487,1,1,22,135,2017-11-07 07:20:08,,0
35745,3,1,11,280,2017-11-09 05:28:17,,0
77128,3,1,13,280,2017-11-09 04:58:26,,0
95962,12,1,17,245,2017-11-09 05:39:02,,0
108905,2,1,41,237,2017-11-07 06:03:43,,0
166639,15,1,19,315,2017-11-07 09:50:31,,0
99529,2,1,13,435,2017-11-07 23:27:13,,0
339282,8,1,15,145,2017-11-09 05:55:51,,0
48057,9,1,19,134,2017-11-07 00:54:07,,0
43655,3,1,18,205,2017-11-08 06:14:53,,0
122218,2,1,19,452,2017-11-07 08:51:46,,0
80993,21,1,20,128,2017-11-08 15:32:11,,0
41261,18,1,19,107,2017-11-09 03:06:38,,0
28046,9,1,13,215,2017-11-07 17:43:55,,0
51553,9,1,19,215,2017-11-07 02:20:10,,0
173721,2,1,10,435,2017-11-07 01:55:28,,0
17149,3,1,10,280,2017-11-09 03:52:19,,0
186173,12,1,44,259,2017-11-07 09:58:10,,0
34840,15,1,19,111,2017-11-09 00:26:43,,0
265835,1,1,28,124,2017-11-08 00:56:00,,0
105603,15,1,28,245,2017-11-07 22:40:49,,0
95766,19,0,24,347,2017-11-09 07:05:01,,0
125222,15,2,97,245,2017-11-08 13:13:36,,0
25614,14,2,9,489,2017-11-09 12:21:33,,0
72164,18,3032,607,107,2017-11-07 11:01:54,,0
104437,3,1,17,409,2017-11-08 12:50:42,,0
147609,2,1,22,219,2017-11-08 00:58:02,,0
90680,2,1,9,469,2017-11-08 13:32:54,,0
31502,18,1,25,439,2017-11-06 23:40:53,,0
93972,6,1,8,125,2017-11-09 08:44:51,,0
307556,3,1,19,466,2017-11-09 08:58:01,,0
262258,9,1,4,232,2017-11-08 13:59:22,,0
11222,12,1,18,178,2017-11-08 02:19:15,,0
182232,3,1,13,135,2017-11-08 16:07:02,,0
177195,1,1,19,134,2017-11-06 18:20:42,,0
62034,9,1,22,107,2017-11-09 12:13:26,,0
53715,2,1,53,205,2017-11-07 02:51:56,,0
165484,5,1,25,377,2017-11-09 09:03:42,,0
99754,15,1,20,245,2017-11-07 22:55:27,,0
95064,64,1,13,459,2017-11-08 23:54:57,,0
77048,15,1,12,3,2017-11-09 04:45:44,,0
118252,14,2,15,442,2017-11-08 05:12:34,,0
12058,18,1,15,134,2017-11-08 14:24:26,,0
74860,9,1,13,489,2017-11-08 18:32:06,,0
38962,6,1,20,459,2017-11-07 12:11:44,,0
21558,83,385,21,320,2017-11-08 02:09:33,,0
62960,2,1,15,469,2017-11-07 08:03:50,,0
297628,14,1,10,379,2017-11-09 07:01:56,,0
22072,8,1,16,145,2017-11-08 01:36:43,,0
5348,2,1,64,477,2017-11-09 12:10:53,,0
82440,13,1,32,477,2017-11-09 14:20:16,,0
26101,9,1,19,334,2017-11-08 06:56:48,,0
108913,15,1,13,278,2017-11-09 10:47:50,,0
49082,2,1,32,469,2017-11-08 08:59:52,,0
141879,3,1,8,280,2017-11-08 01:24:58,,0
11431,13,1,98,477,2017-11-07 10:46:51,,0
119289,3,1,19,466,2017-11-07 11:01:05,,0
36088,13,1,13,400,2017-11-07 03:32:00,,0
241618,3,1,11,280,2017-11-08 04:32:54,,0
99856,18,1,13,121,2017-11-09 08:03:15,,0
6336,2,1,22,258,2017-11-07 16:21:13,,0
80388,15,1,1,245,2017-11-06 17:44:20,,0
322401,18,1,13,134,2017-11-08 17:09:46,,0
98617,18,1,13,107,2017-11-07 10:49:42,,0
64137,12,1,19,178,2017-11-07 05:46:14,,0
68382,23,1,27,153,2017-11-08 05:40:08,,0
114816,9,2,19,445,2017-11-09 05:36:35,,0
108122,2,1,13,237,2017-11-08 07:37:03,,0
34810,27,1,19,153,2017-11-09 07:56:49,,0
90286,15,1,18,278,2017-11-08 06:41:30,,0
49707,2,1,37,237,2017-11-09 06:46:49,,0
37240,12,1,15,265,2017-11-07 23:00:51,,0
10777,8,1,16,145,2017-11-09 07:15:08,,0
83614,12,1,13,178,2017-11-08 22:28:45,,0
56450,2,1,22,469,2017-11-07 03:28:02,,0
178851,2,1,35,205,2017-11-06 23:54:06,,0
77275,18,1,13,439,2017-11-07 03:24:12,,0
331789,2,1,13,236,2017-11-09 05:59:15,,0
81736,3,1,23,280,2017-11-09 03:51:51,,0
228725,13,1,13,477,2017-11-08 00:35:45,,0
50197,12,1,19,328,2017-11-09 15:22:40,,0
66210,3,1,15,489,2017-11-08 13:38:07,,0
118029,3,1,13,371,2017-11-08 00:07:53,,0
139451,3,1,19,130,2017-11-08 11:32:41,,0
48240,3,1,13,466,2017-11-07 13:27:37,,0
207409,9,1,18,232,2017-11-07 00:03:59,,0
10394,3,1,17,115,2017-11-07 06:32:48,,0
184514,9,1,20,489,2017-11-08 04:30:30,,0
5314,21,1,19,232,2017-11-07 16:10:54,,0
22196,6,1,1,459,2017-11-08 02:25:57,,0
87735,20,1,13,478,2017-11-08 10:41:50,,0
111735,3,1,22,280,2017-11-08 12:26:33,,0
84101,2,1,19,477,2017-11-07 01:43:44,,0
8430,9,1,13,134,2017-11-08 00:25:24,,0
113382,12,1,10,265,2017-11-08 02:34:40,,0
31542,3,1,13,280,2017-11-08 06:13:55,,0
60215,12,1,13,140,2017-11-07 04:22:25,,0
18474,29,1,17,101,2017-11-07 15:27:09,,0
195051,3,1,13,442,2017-11-07 00:21:00,,0
73516,3,1,13,153,2017-11-07 17:31:33,,0
17602,14,1,13,489,2017-11-07 12:34:31,,0
81717,9,1,19,127,2017-11-09 14:49:48,,0
78901,18,1,8,107,2017-11-07 00:14:08,,0
65710,6,1,20,125,2017-11-09 08:26:18,,0
58363,15,1,15,268,2017-11-09 09:45:50,,0
309576,5,1,32,113,2017-11-09 08:47:51,2017-11-09 08:47:55,1
53635,3,1,53,137,2017-11-07 10:54:05,,0
65501,18,1,6,121,2017-11-09 01:10:17,,0
20081,2,1,8,435,2017-11-09 04:31:22,,0
237256,28,1,19,135,2017-11-08 07:34:32,,0
71667,15,1,13,245,2017-11-07 15:44:09,,0
145883,15,1,16,412,2017-11-08 11:00:55,,0
25200,32,1,37,376,2017-11-07 09:42:24,,0
10702,9,1,1,232,2017-11-08 12:57:40,,0
70645,14,1,19,463,2017-11-08 21:07:43,,0
41662,14,1,13,489,2017-11-07 09:22:16,,0
105560,15,1,19,245,2017-11-07 17:12:54,,0
149503,18,1,53,107,2017-11-06 21:24:19,,0
69447,18,1,9,107,2017-11-08 08:54:54,,0
31817,58,1,13,120,2017-11-08 02:25:17,,0
158516,64,1,13,459,2017-11-07 08:51:15,,0
55852,9,1,3,442,2017-11-08 10:36:54,,0
118440,14,1,19,489,2017-11-09 06:53:45,,0
53454,2,1,1,477,2017-11-07 05:15:01,,0
99519,18,1,17,107,2017-11-06 23:59:08,,0
6437,12,1,17,245,2017-11-07 02:49:40,,0
85278,3,1,19,137,2017-11-08 22:52:29,,0
48245,9,1,22,134,2017-11-07 16:08:54,,0
83127,13,1,19,477,2017-11-09 11:44:06,,0
180989,3,1,20,280,2017-11-08 09:28:00,,0
55430,3,1,13,280,2017-11-09 06:34:50,,0
196380,1,1,10,178,2017-11-07 04:39:09,,0
98971,12,1,13,140,2017-11-07 20:48:49,,0
185069,3,1,11,442,2017-11-09 00:01:33,,0
205550,2,1,19,219,2017-11-08 00:39:40,,0
17077,18,1,19,121,2017-11-09 13:37:51,,0
100448,3,1,19,137,2017-11-09 02:31:26,,0
77529,26,1,16,121,2017-11-09 04:05:51,,0
84896,9,1,19,466,2017-11-09 12:28:05,,0
